#type Date UTC      F_10_7       F81      KP
#type=R - Real Data;  type=F - Forec
R 2008/03/22     70.000     71.852      2.000
R 2008/03/23     72.000     71.753      2.000
R 2008/03/24     79.000     71.753      2.000
R 2008/03/25     89.000     71.877      3.000
R 2008/03/26     82.000     71.901      4.000
R 2008/03/27     85.000     71.975      5.000
R 2008/03/28     83.000     72.037      3.000
R 2008/03/29     83.000     72.123      3.000
R 2008/03/30     81.000     72.173      3.000
R 2008/03/31     79.000     72.210      3.000
R 2008/04/01     78.000     72.235      3.000
R 2008/04/02     76.000     72.235      2.000
R 2008/04/03     76.000     72.247      2.000
R 2008/04/04     73.000     72.222      3.000
R 2008/04/05     71.000     72.185      5.000
R 2008/04/06     69.000     72.136      4.000
R 2008/04/07     69.000     72.074      3.000
R 2008/04/08     70.000     72.062      4.000
R 2008/04/09     68.000     72.025      3.000
R 2008/04/10     68.000     72.000      3.000
R 2008/04/11     67.000     71.938      2.000
R 2008/04/12     68.000     71.914      2.000
R 2008/04/13     69.000     71.889      2.000
R 2008/04/14     69.000     71.864      3.000
R 2008/04/15     71.000     71.864      3.000
R 2008/04/16     70.000     71.827      2.000
R 2008/04/17     69.000     71.790      2.000
R 2008/04/18     70.000     71.778      2.000
R 2008/04/19     71.000     71.765      2.000
R 2008/04/20     71.000     71.741      2.000
R 2008/04/21     71.000     71.728      2.000
R 2008/04/22     71.000     71.728      2.000
R 2008/04/23     71.000     71.728      4.000
R 2008/04/24     70.000     71.716      3.000
R 2008/04/25     70.000     71.704      3.000
R 2008/04/26     69.000     71.679      2.000
R 2008/04/27     68.000     71.630      2.000
R 2008/04/28     69.000     71.605      2.000
R 2008/04/29     69.000     71.580      2.000
R 2008/04/30     67.000     71.519      4.000
R 2008/05/01     69.000     71.469      5.000
R 2008/05/02     68.000     71.420      3.000
R 2008/05/03     67.000     71.358      3.000
R 2008/05/04     68.000     71.321      3.000
R 2008/05/05     68.000     71.284      3.000
R 2008/05/06     67.000     71.247      3.000
R 2008/05/07     67.000     71.210      3.000
R 2008/05/08     66.000     71.148      2.000
R 2008/05/09     67.000     71.099      3.000
R 2008/05/10     67.000     71.037      2.000
R 2008/05/11     68.000     71.000      2.000
R 2008/05/12     68.000     70.951      2.000
R 2008/05/13     68.000     70.901      3.000
R 2008/05/14     69.000     70.864      2.000
R 2008/05/15     71.000     70.864      2.000
R 2008/05/16     72.000     70.877      2.000
R 2008/05/17     71.000     70.877      2.000
R 2008/05/18     72.000     70.889      2.000
R 2008/05/19     69.000     70.877      2.000
R 2008/05/20     69.000     70.864      5.000
R 2008/05/21     69.000     70.864      5.000
R 2008/05/22     69.000     70.864      4.000
R 2008/05/23     68.000     70.864      3.000
R 2008/05/24     69.000     70.877      3.000
R 2008/05/25     68.000     70.864      3.000
R 2008/05/26     68.000     70.840      3.000
R 2008/05/27     68.000     70.802      3.000
R 2008/05/28     68.000     70.778      3.000
R 2008/05/29     68.000     70.753      3.000
R 2008/05/30     67.000     70.716      3.000
R 2008/05/31     67.000     70.679      3.000
R 2008/06/01     67.000     70.654      3.000
R 2008/06/02     67.000     70.617      3.000
R 2008/06/03     66.000     70.568      3.000
R 2008/06/04     65.000     70.506      2.000
R 2008/06/05     66.000     70.457      2.000
R 2008/06/06     66.000     70.407      2.000
R 2008/06/07     66.000     70.358      2.000
R 2008/06/08     65.000     70.309      2.000
R 2008/06/09     66.000     70.284      2.000
R 2008/06/10     66.000     70.259      2.000
R 2008/06/11     66.000     70.210      2.000
R 2008/06/12     67.000     70.148      2.000
R 2008/06/13     67.000     70.000      2.000
R 2008/06/14     67.000     69.728      2.000
R 2008/06/15     67.000     69.543      2.000
R 2008/06/16     65.000     69.296      3.000
R 2008/06/17     66.000     69.086      3.000
R 2008/06/18     65.000     68.864      3.000
R 2008/06/19     65.000     68.667      3.000
R 2008/06/20     65.000     68.494      3.000
R 2008/06/21     65.000     68.333      2.000
R 2008/06/22     65.000     68.198      2.000
R 2008/06/23     65.000     68.062      2.000
R 2008/06/24     66.000     67.975      2.000
R 2008/06/25     66.000     67.914      3.000
R 2008/06/26     65.000     67.864      3.000
R 2008/06/27     66.000     67.827      3.000
R 2008/06/28     66.000     67.778      2.000
R 2008/06/29     67.000     67.765      2.000
R 2008/06/30     67.000     67.753      2.000
R 2008/07/01     66.000     67.741      2.000
R 2008/07/02     66.000     67.716      2.000
R 2008/07/03     66.000     67.679      3.000
R 2008/07/04     65.000     67.630      3.000
R 2008/07/05     66.000     67.568      3.000
R 2008/07/06     66.000     67.519      2.000
R 2008/07/07     66.000     67.481      2.000
R 2008/07/08     66.000     67.432      2.000
R 2008/07/09     66.000     67.370      2.000
R 2008/07/10     65.000     67.296      3.000
R 2008/07/11     66.000     67.235      4.000
R 2008/07/12     65.000     67.160      5.000
R 2008/07/13     65.000     67.086      4.000
R 2008/07/14     66.000     67.037      3.000
R 2008/07/15     66.000     66.988      3.000
R 2008/07/16     65.000     66.938      3.000
R 2008/07/17     65.000     66.901      3.000
R 2008/07/18     65.000     66.852      3.000
R 2008/07/19     66.000     66.815      2.000
R 2008/07/20     66.000     66.802      2.000
R 2008/07/21     66.000     66.765      2.000
R 2008/07/22     66.000     66.741      3.000
R 2008/07/23     66.000     66.728      4.000
R 2008/07/24     65.000     66.691      3.000
R 2008/07/25     66.000     66.667      2.000
R 2008/07/26     66.000     66.654      2.000
R 2008/07/27     66.000     66.642      2.000
R 2008/07/28     66.000     66.642      2.000
R 2008/07/29     67.000     66.642      2.000
R 2008/07/30     67.000     66.642      2.000
R 2008/07/31     66.000     66.617      2.000
R 2008/08/01     66.000     66.593      3.000
R 2008/08/02     66.000     66.568      2.000
R 2008/08/03     66.000     66.531      2.000
R 2008/08/04     66.000     66.469      2.000
R 2008/08/05     67.000     66.407      2.000
R 2008/08/06     67.000     66.358      2.000
R 2008/08/07     66.000     66.284      2.000
R 2008/08/08     66.000     66.247      3.000
R 2008/08/09     66.000     66.210      2.000
R 2008/08/10     66.000     66.173      2.000
R 2008/08/11     66.000     66.136      2.000
R 2008/08/12     65.000     66.099      2.000
R 2008/08/13     65.000     66.049      2.000
R 2008/08/14     66.000     66.025      2.000
R 2008/08/15     65.000     65.988      2.000
R 2008/08/16     66.000     65.963      3.000
R 2008/08/17     67.000     65.951      3.000
R 2008/08/18     66.000     65.926      3.000
R 2008/08/19     67.000     65.926      4.000
R 2008/08/20     66.000     65.914      3.000
R 2008/08/21     67.000     65.914      2.000
R 2008/08/22     68.000     65.926      2.000
R 2008/08/23     68.000     65.951      2.000
R 2008/08/24     67.000     65.975      2.000
R 2008/08/25     67.000     65.988      2.000
R 2008/08/26     67.000     66.000      2.000
R 2008/08/27     67.000     66.012      2.000
R 2008/08/28     66.000     66.025      2.000
R 2008/08/29     67.000     66.037      2.000
R 2008/08/30     67.000     66.049      2.000
R 2008/08/31     67.000     66.062      2.000
R 2008/09/01     66.000     66.049      2.000
R 2008/09/02     66.000     66.037      2.000
R 2008/09/03     66.000     66.025      2.000
R 2008/09/04     66.000     66.012      2.000
R 2008/09/05     65.000     66.012      4.000
R 2008/09/06     66.000     66.012      3.000
R 2008/09/07     67.000     66.037      3.000
R 2008/09/08     67.000     66.062      2.000
R 2008/09/09     67.000     66.086      2.000
R 2008/09/10     67.000     66.111      2.000
R 2008/09/11     67.000     66.136      2.000
R 2008/09/12     66.000     66.148      2.000
R 2008/09/13     66.000     66.148      3.000
R 2008/09/14     67.000     66.160      5.000
R 2008/09/15     68.000     66.198      4.000
R 2008/09/16     69.000     66.235      3.000
R 2008/09/17     67.000     66.247      2.000
R 2008/09/18     67.000     66.247      2.000
R 2008/09/19     68.000     66.259      2.000
R 2008/09/20     68.000     66.284      2.000
R 2008/09/21     68.000     66.309      2.000
R 2008/09/22     69.000     66.346      2.000
R 2008/09/23     69.000     66.395      2.000
R 2008/09/24     68.000     66.420      2.000
R 2008/09/25     68.000     66.444      2.000
R 2008/09/26     68.000     66.469      2.000
R 2008/09/27     67.000     66.481      2.000
R 2008/09/28     67.000     66.494      2.000
R 2008/09/29     67.000     66.519      2.000
R 2008/09/30     66.000     66.519      3.000
R 2008/10/01     66.000     66.531      5.000
R 2008/10/02     66.000     66.543      3.000
R 2008/10/03     67.000     66.556      3.000
R 2008/10/04     67.000     66.568      3.000
R 2008/10/05     67.000     66.593      3.000
R 2008/10/06     67.000     66.617      2.000
R 2008/10/07     67.000     66.642      2.000
R 2008/10/08     68.000     66.667      2.000
R 2008/10/09     69.000     66.704      2.000
R 2008/10/10     69.000     66.741      2.000
R 2008/10/11     71.000     66.802      3.000
R 2008/10/12     70.000     66.852      4.000
R 2008/10/13     71.000     66.926      3.000
R 2008/10/14     70.000     66.975      2.000
R 2008/10/15     71.000     67.037      2.000
R 2008/10/16     72.000     67.111      2.000
R 2008/10/17     70.000     67.160      2.000
R 2008/10/18     69.000     67.185      2.000
R 2008/10/19     70.000     67.222      2.000
R 2008/10/20     69.000     67.259      2.000
R 2008/10/21     69.000     67.296      2.000
R 2008/10/22     68.000     67.321      2.000
R 2008/10/23     67.000     67.333      2.000
R 2008/10/24     68.000     67.358      2.000
R 2008/10/25     68.000     67.370      2.000
R 2008/10/26     67.000     67.370      2.000
R 2008/10/27     67.000     67.383      2.000
R 2008/10/28     67.000     67.395      3.000
R 2008/10/29     67.000     67.407      4.000
R 2008/10/30     67.000     67.420      4.000
R 2008/10/31     68.000     67.444      3.000
R 2008/11/01     67.000     67.469      2.000
R 2008/11/02     69.000     67.519      2.000
R 2008/11/03     70.000     67.568      2.000
R 2008/11/04     68.000     67.605      2.000
R 2008/11/05     68.000     67.630      2.000
R 2008/11/06     69.000     67.654      3.000
R 2008/11/07     68.000     67.679      6.000
R 2008/11/08     68.000     67.691      4.000
R 2008/11/09     68.000     67.716      3.000
R 2008/11/10     69.000     67.741      2.000
R 2008/11/11     71.000     67.778      2.000
R 2008/11/12     71.000     67.815      2.000
R 2008/11/13     69.000     67.840      2.000
R 2008/11/14     68.000     67.852      2.000
R 2008/11/15     68.000     67.864      2.000
R 2008/11/16     68.000     67.877      2.000
R 2008/11/17     68.000     67.901      2.000
R 2008/11/18     70.000     67.938      2.000
R 2008/11/19     69.000     67.963      2.000
R 2008/11/20     70.000     68.000      2.000
R 2008/11/21     69.000     68.037      2.000
R 2008/11/22     69.000     68.074      2.000
R 2008/11/23     69.000     68.111      2.000
R 2008/11/24     68.000     68.136      2.000
R 2008/11/25     68.000     68.173      3.000
R 2008/11/26     68.000     68.198      4.000
R 2008/11/27     68.000     68.210      3.000
R 2008/11/28     67.000     68.210      2.000
R 2008/11/29     68.000     68.222      2.000
R 2008/11/30     68.000     68.235      2.000
R 2008/12/01     68.000     68.247      2.000
R 2008/12/02     69.000     68.284      2.000
R 2008/12/03     69.000     68.321      2.000
R 2008/12/04     70.000     68.358      3.000
R 2008/12/05     69.000     68.370      4.000
R 2008/12/06     69.000     68.370      3.000
R 2008/12/07     69.000     68.395      2.000
R 2008/12/08     69.000     68.420      2.000
R 2008/12/09     69.000     68.432      2.000
R 2008/12/10     71.000     68.469      2.000
R 2008/12/11     70.000     68.494      2.000
R 2008/12/12     71.000     68.519      2.000
R 2008/12/13     70.000     68.531      3.000
R 2008/12/14     69.000     68.543      2.000
R 2008/12/15     69.000     68.556      2.000
R 2008/12/16     69.000     68.568      2.000
R 2008/12/17     69.000     68.593      2.000
R 2008/12/18     68.000     68.605      2.000
R 2008/12/19     69.000     68.630      2.000
R 2008/12/20     69.000     68.667      2.000
R 2008/12/21     68.000     68.691      2.000
R 2008/12/22     68.000     68.716      3.000
R 2008/12/23     69.000     68.741      3.000
R 2008/12/24     69.000     68.765      2.000
R 2008/12/25     69.000     68.790      2.000
R 2008/12/26     69.000     68.815      2.000
R 2008/12/27     69.000     68.840      2.000
R 2008/12/28     70.000     68.864      2.000
R 2008/12/29     70.000     68.877      2.000
R 2008/12/30     69.000     68.877      2.000
R 2008/12/31     69.000     68.852      3.000
R 2009/01/01     69.000     68.840      3.000
R 2009/01/02     70.000     68.827      3.000
R 2009/01/03     70.000     68.827      3.000
R 2009/01/04     69.000     68.802      2.000
R 2009/01/05     69.000     68.765      2.000
R 2009/01/06     69.000     68.753      2.000
R 2009/01/07     69.000     68.753      2.000
R 2009/01/08     69.000     68.741      2.000
R 2009/01/09     70.000     68.753      2.000
